datetime,open,high,low,close,volume
2026-03-10 00:00,3.4446,3.5147,3.4405,3.4763,249
2026-03-10 01:00,3.481,3.5143,3.46,3.4943,203
2026-03-10 02:00,3.4908,3.4931,3.4351,3.4931,217
2026-03-10 03:00,3.4893,3.562,3.472,3.562,251
2026-03-10 04:00,3.5595,3.571,3.3852,3.4039,531
2026-03-10 05:00,3.4051,3.5263,3.394,3.5263,389
2026-03-10 06:00,3.5266,3.5341,3.4289,3.5341,529
2026-03-10 07:00,3.5308,3.645,3.5279,3.6148,716
2026-03-10 08:00,3.6103,3.6315,3.5207,3.5513,1107
2026-03-10 09:00,3.5469,3.6052,3.5284,3.5481,1403
2026-03-10 10:00,3.5458,3.562,3.412,3.4276,3296
2026-03-10 11:00,3.4299,3.473,3.3709,3.3991,2062
2026-03-10 12:00,3.3948,3.4183,3.3569,3.3699,2370
2026-03-10 13:00,3.37,3.4148,3.3512,3.3594,1584
2026-03-10 14:00,3.3623,3.3651,3.1202,3.2423,5126
2026-03-10 15:00,3.2388,3.449,3.2063,3.3686,3934
2026-03-10 16:00,3.3704,3.4533,3.3656,3.426,1038
2026-03-10 17:00,3.4251,3.4264,3.3771,3.3985,470
2026-03-10 19:00,3.411,3.4453,3.4094,3.4114,68
2026-03-10 20:00,3.4106,3.4199,3.3637,3.3793,228
2026-03-10 21:00,3.3962,3.4333,3.2556,3.359,1061
2026-03-10 22:00,3.3585,3.3928,3.3398,3.3441,135
2026-03-10 23:00,3.3455,3.4387,3.3455,3.421,334
2026-03-11 00:00,3.4273,3.4302,3.3697,3.3697,213
2026-03-11 01:00,3.3656,3.4091,3.3656,3.3863,71
2026-03-11 02:00,3.3867,3.4413,3.3859,3.4343,96
2026-03-11 03:00,3.4392,3.4439,3.4028,3.4091,174
2026-03-11 04:00,3.4089,3.4687,3.3931,3.4529,318
2026-03-11 05:00,3.4557,3.5009,3.4365,3.4737,301
2026-03-11 06:00,3.4783,3.5597,3.4783,3.533,386
2026-03-11 07:00,3.5312,3.5312,3.4296,3.4377,838
2026-03-11 08:00,3.4377,3.6066,3.4377,3.559,2116
2026-03-11 09:00,3.556,3.6892,3.5516,3.6561,1502
2026-03-11 10:00,3.6586,3.6947,3.5546,3.5645,2969
2026-03-11 11:00,3.5677,3.6381,3.5146,3.6068,2466
2026-03-11 12:00,3.6098,3.6653,3.6049,3.6582,1650
2026-03-11 13:00,3.659,3.7108,3.6515,3.688,1529
2026-03-11 14:00,3.6895,3.7124,3.6426,3.7094,1356
2026-03-11 15:00,3.7061,3.7172,3.6614,3.6961,2344
2026-03-11 16:00,3.6929,3.7306,3.6929,3.7306,630
2026-03-11 17:00,3.7273,3.7875,3.7216,3.781,729
2026-03-11 19:00,3.7264,3.9554,3.7264,3.9167,865
2026-03-11 20:00,3.91,3.9607,3.889,3.8948,839
2026-03-11 21:00,3.884,3.9405,3.8439,3.9024,451
2026-03-11 22:00,3.9024,3.9065,3.8335,3.8808,268
2026-03-11 23:00,3.8943,3.9507,3.8794,3.9156,187
2026-03-12 00:00,3.93,3.9754,3.925,3.9462,141
2026-03-12 01:00,3.9458,3.9936,3.9371,3.9742,281
2026-03-12 02:00,3.9748,3.9802,3.877,3.9105,311
2026-03-12 03:00,3.9101,3.9366,3.8577,3.8922,268
2026-03-12 04:00,3.8849,3.8888,3.8315,3.8568,221
2026-03-12 05:00,3.8538,3.968,3.837,3.931,470
2026-03-12 06:00,3.9294,3.965,3.8967,3.8983,315
2026-03-12 07:00,3.8734,3.898,3.8474,3.8646,300
2026-03-12 08:00,3.8636,3.898,3.8244,3.8959,911
2026-03-12 09:00,3.8943,3.9772,3.8831,3.9165,1529
2026-03-12 10:00,3.9161,4.0171,3.891,3.9863,1999
2026-03-12 11:00,3.9828,4.0113,3.8704,3.927,3084
2026-03-12 12:00,3.924,3.992,3.89,3.9256,2717
2026-03-12 13:00,3.9323,3.9792,3.8819,3.9351,1183
2026-03-12 14:00,3.9326,3.9443,3.854,3.8739,1396
2026-03-12 15:00,3.8733,3.9265,3.8536,3.9265,3161
2026-03-12 16:00,3.925,3.9434,3.9109,3.9429,354
2026-03-12 17:00,3.9443,3.9665,3.9222,3.9502,528
2026-03-12 19:00,3.9535,3.98,3.9118,3.9314,184
2026-03-12 20:00,3.9335,3.9433,3.899,3.906,128
2026-03-12 21:00,3.9155,3.9384,3.8669,3.8673,361
2026-03-12 22:00,3.8693,3.8926,3.8448,3.8718,159
2026-03-12 23:00,3.8728,3.9035,3.8613,3.8843,177
2026-03-13 00:00,3.8874,3.8874,3.8486,3.8763,76
2026-03-13 01:00,3.8747,3.8912,3.874,3.874,55
2026-03-13 02:00,3.8697,3.8987,3.8672,3.8876,93
2026-03-13 03:00,3.8874,3.9278,3.8568,3.9132,163
2026-03-13 04:00,3.9171,3.9564,3.9141,3.9394,224
2026-03-13 05:00,3.9336,3.955,3.8565,3.876,234
2026-03-13 06:00,3.8677,3.8725,3.8126,3.8712,325
2026-03-13 07:00,3.864,3.8671,3.7728,3.8153,327
2026-03-13 08:00,3.8151,3.8675,3.8094,3.8327,423
2026-03-13 09:00,3.8344,3.8576,3.7817,3.8219,826
2026-03-13 10:00,3.8213,3.8571,3.7933,3.8571,1977
2026-03-13 11:00,3.8561,3.8925,3.8352,3.8842,1477
2026-03-13 12:00,3.8834,3.9772,3.8728,3.9585,1845
2026-03-13 13:00,3.9623,3.9968,3.9422,3.9844,1748
2026-03-13 14:00,3.9845,4.0358,3.971,4.0201,1890
2026-03-13 15:00,4.0206,4.0487,3.9808,3.9909,3153
2026-03-13 16:00,3.9868,4.0206,3.9725,4.0121,284
2026-03-13 17:00,4.0134,4.0175,3.9769,3.9902,269
2026-03-15 19:00,4.0501,4.1232,4.0465,4.0512,470
2026-03-15 20:00,4.0485,4.0712,4.0232,4.0373,150
2026-03-15 21:00,4.0296,4.035,3.9789,4.0033,118
2026-03-15 22:00,3.9924,4.0239,3.9754,4.0141,220
2026-03-15 23:00,4.0104,4.0553,3.996,4.0456,70
2026-03-16 00:00,4.0451,4.0506,4.0176,4.041,43
2026-03-16 01:00,4.04,4.0634,4.04,4.0567,22
2026-03-16 02:00,4.0578,4.0672,4.0184,4.0185,48
2026-03-16 03:00,4.0161,4.07,4.0161,4.0557,57
2026-03-16 04:00,4.0546,4.1147,4.0532,4.0925,152
2026-03-16 05:00,4.0899,4.131,4.081,4.0915,241
2026-03-16 06:00,4.0899,4.1008,4.0416,4.0483,142
2026-03-16 07:00,4.045,4.0505,3.9435,3.9541,365
2026-03-16 08:00,3.951,4.0026,3.951,3.9987,280
2026-03-16 09:00,4.0027,4.0292,3.9583,4.0002,1129
2026-03-16 10:00,3.9999,4.0349,3.9348,3.9464,1703
2026-03-16 11:00,3.9475,3.9838,3.9355,3.9669,1346
2026-03-16 12:00,3.9661,3.9873,3.9097,3.9407,2200
2026-03-16 13:00,3.94,3.9861,3.9048,3.9385,1214
2026-03-16 14:00,3.9354,3.9354,3.854,3.855,1641
2026-03-16 15:00,3.8552,3.8782,3.8187,3.8476,3723
2026-03-16 16:00,3.8489,3.8779,3.8369,3.8521,567
2026-03-16 17:00,3.8528,3.8616,3.8282,3.8483,260
2026-03-16 19:00,3.8561,3.8762,3.856,3.8728,56
2026-03-16 20:00,3.8781,3.8821,3.8644,3.8724,26
2026-03-16 21:00,3.8813,3.9241,3.8813,3.9233,76
2026-03-16 22:00,3.9276,3.984,3.9134,3.9831,226
2026-03-16 23:00,3.9989,4,3.9733,3.9854,80
2026-03-17 00:00,3.979,4.0002,3.974,3.986,137
2026-03-17 01:00,3.9896,4.0153,3.9866,3.9988,54
2026-03-17 02:00,4.0005,4.0405,3.9676,4.0373,85
2026-03-17 03:00,4.0348,4.0545,4.0048,4.0283,109
2026-03-17 04:00,4.0242,4.0545,4.0123,4.0397,123
2026-03-17 05:00,4.0397,4.1047,4.0361,4.0837,294
2026-03-17 06:00,4.0773,4.0773,4.0027,4.0199,298
2026-03-17 07:00,4.027,4.0662,4.0225,4.0456,383
2026-03-17 08:00,4.0452,4.0768,4.04,4.0653,443
2026-03-17 09:00,4.0726,4.075,3.9948,3.9948,961
2026-03-17 10:00,3.997,4.0671,3.9938,4.0504,1738
2026-03-17 11:00,4.0517,4.0599,3.9707,3.984,1750
2026-03-17 12:00,3.9849,4.012,3.9615,4.0008,1481
2026-03-17 13:00,3.9998,4.0129,3.9476,3.976,996
2026-03-17 14:00,3.979,4.0147,3.975,4.0009,666
2026-03-17 15:00,4.0001,4.0221,3.9929,3.9989,1574
2026-03-17 16:00,4.0012,4.0294,3.99,4.0251,469
2026-03-17 17:00,4.0251,4.0325,3.981,3.9958,1081
2026-03-17 19:00,3.9976,4.0155,3.9601,3.985,51
2026-03-17 20:00,3.992,3.997,3.98,3.985,26
2026-03-17 21:00,3.9866,4.0016,3.9531,3.9586,326
2026-03-17 22:00,3.9501,3.9762,3.9444,3.9683,85
2026-03-17 23:00,3.9753,3.9783,3.9508,3.9637,72
2026-03-18 00:00,3.9562,3.9643,3.9416,3.9487,156
2026-03-18 01:00,3.9466,3.9743,3.9454,3.967,134
2026-03-18 02:00,3.9679,3.9875,3.951,3.9557,115
2026-03-18 03:00,3.9599,3.9772,3.94,3.9735,79
2026-03-18 04:00,3.97,3.9916,3.9476,3.9904,37
2026-03-18 05:00,3.982,4.0212,3.9732,4.0086,125
2026-03-18 06:00,4.0086,4.0588,4.0086,4.0584,279
2026-03-18 07:00,4.0581,4.0883,4.0382,4.0657,289
2026-03-18 08:00,4.0646,4.114,4.0226,4.0337,1129
2026-03-18 09:00,4.0353,4.1986,4.0275,4.1911,1495
2026-03-18 10:00,4.1866,4.2915,4.1764,4.2646,1792
2026-03-18 11:00,4.2659,4.298,4.2404,4.2521,1933
2026-03-18 12:00,4.2512,4.2883,4.2259,4.2554,1025
2026-03-18 13:00,4.2567,4.266,4.2043,4.2262,729
2026-03-18 14:00,4.2299,4.2475,4.1511,4.1545,1352
2026-03-18 15:00,4.1561,4.235,4.1226,4.2208,1905
2026-03-18 16:00,4.2249,4.3392,4.2161,4.3326,528
2026-03-18 17:00,4.3328,4.4126,4.3222,4.3786,701
2026-03-18 19:00,4.3262,4.4375,4.3262,4.4327,171
2026-03-18 20:00,4.4344,4.4373,4.3874,4.4279,41
2026-03-18 21:00,4.4283,4.5,4.4283,4.4798,457
2026-03-18 22:00,4.4762,4.4762,4.4277,4.475,160
2026-03-18 23:00,4.4703,4.4718,4.4041,4.4252,160
2026-03-19 00:00,4.4236,4.4236,4.3254,4.3859,221
2026-03-19 01:00,4.3891,4.4142,4.3792,4.4052,35
2026-03-19 02:00,4.409,4.4829,4.3916,4.4402,120
2026-03-19 03:00,4.4472,4.4521,4.3957,4.4521,14
2026-03-19 04:00,4.4401,4.4784,4.3997,4.4365,68
2026-03-19 05:00,4.4464,4.5389,4.4158,4.5241,377
2026-03-19 06:00,4.5022,4.5989,4.425,4.425,288
2026-03-19 07:00,4.4089,4.4621,4.3929,4.4472,84
2026-03-19 08:00,4.4479,4.4545,4.3956,4.406,420
2026-03-19 09:00,4.4148,4.4398,4.3618,4.4101,435
2026-03-19 10:00,4.4119,4.4502,4.3337,4.3551,1510
2026-03-19 11:00,4.3498,4.4398,4.3473,4.4107,591
2026-03-19 12:00,4.4,4.4712,4.3822,4.4312,1177
2026-03-19 13:00,4.4296,4.4539,4.3488,4.3713,907
2026-03-19 14:00,4.3693,4.3783,4.3154,4.328,1286
2026-03-19 15:00,4.3273,4.3744,4.2931,4.3251,1422
2026-03-19 16:00,4.3173,4.3256,4.2223,4.2979,591
2026-03-19 17:00,4.3102,4.367,4.2778,4.36,219
2026-03-19 19:00,4.3359,4.342,4.3104,4.3212,30
2026-03-19 20:00,4.3298,4.3529,4.3298,4.3529,28
2026-03-19 21:00,4.3525,4.3569,4.3143,4.3569,57
2026-03-19 22:00,4.352,4.352,4.25,4.256,46
2026-03-19 23:00,4.2649,4.2804,4.2435,4.2698,40
2026-03-20 00:00,4.2791,4.2799,4.2703,4.2799,3
2026-03-20 01:00,4.3035,4.3056,4.2991,4.3027,8
2026-03-20 02:00,4.2912,4.3135,4.2912,4.296,14
2026-03-20 03:00,4.292,4.3724,4.292,4.3704,26
2026-03-20 04:00,4.3877,4.3933,4.35,4.3607,22
2026-03-20 05:00,4.3691,4.4273,4.3547,4.4187,66
2026-03-20 06:00,4.4079,4.4821,4.4044,4.4737,100
2026-03-20 07:00,4.482,4.4924,4.4398,4.4398,100
2026-03-20 08:00,4.4375,4.4408,4.3336,4.3384,58
2026-03-20 09:00,4.3314,4.3611,4.3,4.3549,249
2026-03-20 10:00,4.3492,4.3795,4.3184,4.3455,694
2026-03-20 11:00,4.3374,4.4791,4.3165,4.4752,930
2026-03-20 12:00,4.4695,4.488,4.43,4.4564,563
2026-03-20 13:00,4.4605,4.5463,4.4605,4.5079,958
2026-03-20 14:00,4.5114,4.5649,4.4983,4.5497,628
2026-03-20 15:00,4.548,4.7061,4.5442,4.6937,1396
2026-03-20 16:00,4.68,4.7007,4.6574,4.6575,135
2026-03-20 17:00,4.6777,4.6826,4.6475,4.6715,121
2026-03-22 19:00,4.7136,4.74,4.5909,4.6129,154
2026-03-22 20:00,4.616,4.6163,4.6066,4.608,18
2026-03-22 21:00,4.6187,4.6222,4.608,4.6133,33
2026-03-22 22:00,4.6222,4.647,4.6222,4.6373,26
2026-03-22 23:00,4.6428,4.6428,4.6211,4.6303,9
2026-03-23 00:00,4.6445,4.6905,4.6445,4.6809,12
2026-03-23 01:00,4.6763,4.6796,4.6547,4.66,36
2026-03-23 02:00,4.6602,4.6644,4.6237,4.6237,8
2026-03-23 03:00,4.6572,4.6933,4.6572,4.6783,19
2026-03-23 04:00,4.6814,4.7267,4.6656,4.7241,68
2026-03-23 05:00,4.7085,4.8169,4.7066,4.7896,55
2026-03-23 06:00,4.7701,4.7928,4.7503,4.7928,21
2026-03-23 07:00,4.7941,4.8353,4.779,4.8236,78
2026-03-23 08:00,4.8236,4.8345,4.0551,4.4958,797
2026-03-23 09:00,4.4879,4.5649,4.3138,4.3508,406
2026-03-23 10:00,4.3346,4.378,4.1735,4.2249,418
2026-03-23 11:00,4.2249,4.235,4.1674,4.1734,649
2026-03-23 12:00,4.165,4.2801,4.0107,4.27,1388
2026-03-23 13:00,4.2667,4.327,4.1589,4.1683,563
2026-03-23 14:00,4.1569,4.175,4.0767,4.0817,549
2026-03-23 15:00,4.081,4.1064,4.0049,4.0425,949
2026-03-23 16:00,4.052,4.113,4.0371,4.1067,282
2026-03-23 17:00,4.105,4.1425,4.1047,4.1316,114
2026-03-23 19:00,4.1009,4.1599,4.1009,4.158,9
2026-03-23 20:00,4.1576,4.1674,4.1442,4.1442,19
2026-03-23 21:00,4.144,4.2567,4.1434,4.2567,109
2026-03-23 22:00,4.2577,4.3109,4.2552,4.2836,16
2026-03-23 23:00,4.2752,4.3104,4.2752,4.3091,18
