ticker,support_id,support_mid,touch_seq,touch_date,touch_low,touch_close
wat,S1,400.569997,1,2021-07-29,385.959991,391.019989
wat,S1,400.569997,2,2021-08-02,382.899994,388.850006
wat,S1,400.569997,3,2021-08-09,391.589996,393.619995
wat,S1,400.569997,4,2021-09-21,391.76001,392.140015
wat,S1,400.569997,5,2025-01-15,383.709991,397.700012
wat,S1,400.569997,6,2025-01-29,402.519989,404.170013
wat,S1,400.569997,7,2025-02-04,405.0,410.399994
wat,S1,400.569997,8,2025-02-11,400.950012,405.290009
wat,S1,400.569997,9,2025-03-06,379.859985,386.329987
wat,S1,400.569997,10,2025-12-12,382.640015,385.329987
wat,S1,400.569997,11,2026-01-16,384.820007,387.369995
wat,S1,400.569997,12,2026-01-26,389.709991,390.899994
wat,S1,400.569997,13,2026-08-04,379.5,396.079987
wat,S1,400.569997,14,2026-08-18,400.899994,401.25
wat,S2,370.350525,1,2021-07-19,361.950012,362.98999
wat,S2,370.350525,2,2021-08-03,373.209991,391.75
wat,S2,370.350525,3,2021-09-30,356.690002,357.299988
wat,S2,370.350525,4,2021-10-27,356.049988,361.170013
wat,S2,370.350525,5,2022-01-04,354.399994,356.410004
wat,S2,370.350525,6,2022-07-29,360.029999,364.029999
wat,S2,370.350525,7,2024-11-01,372.149994,387.209991
wat,S2,370.350525,8,2024-11-06,374.019989,386.690002
wat,S2,370.350525,9,2024-11-15,357.130005,358.459991
wat,S2,370.350525,10,2024-11-21,357.410004,368.5
wat,S2,370.350525,11,2024-12-18,359.980011,360.429993
wat,S2,370.350525,12,2024-12-20,357.839996,368.160004
wat,S2,370.350525,13,2025-02-14,368.549988,369.730011
wat,S2,370.350525,14,2025-03-04,361.450012,368.049988
wat,S2,370.350525,15,2025-04-01,354.390015,356.0
wat,S2,370.350525,16,2025-05-13,357.75,359.019989
wat,S2,370.350525,17,2025-10-21,347.0,349.230011
wat,S2,370.350525,18,2025-11-04,350.649994,367.339996
wat,S2,370.350525,19,2025-11-19,371.570007,376.25
wat,S2,370.350525,20,2025-12-18,373.850006,376.309998
wat,S2,370.350525,21,2026-01-02,373.540009,381.959991
wat,S2,370.350525,22,2026-01-20,376.480011,383.859985
