date,CSCO×PANW_60,CSCO×PANW_30,CSCO×CRWD_60,CSCO×CRWD_30,PANW×CRWD_60,PANW×CRWD_30
2025-10-01,0.11247274709806,0.3187491793996391,0.273568702085794,0.37294719951806454,0.4958568963822577,0.5021020578467693
2025-10-02,0.1011745564318761,0.2835163928812732,0.270359653286048,0.3835990765232651,0.4899821373090517,0.5009938201956547
2025-10-03,0.07414688390827742,0.2741369622606718,0.25870292019443913,0.37954931983784373,0.4285001521885012,0.5040695859129464
2025-10-06,0.07628603727045666,0.3322952831966481,0.2557377470103404,0.3751592391759163,0.423454334340846,0.4841288137931088
2025-10-07,0.07875186044900981,0.3190106775791871,0.251952064679339,0.3654580576674607,0.4332500464492404,0.5008742834683452
2025-10-08,0.12067270259091449,0.4635306578282687,0.2881129804457813,0.4647045178333191,0.4652968725721487,0.5524281384243679
2025-10-09,0.12609216061401873,0.4854150876878135,0.28957480355061327,0.4673517884546091,0.4648459019348784,0.550609021595333
2025-10-10,0.16962772259925735,0.5832471473463231,0.3269974588558292,0.4759828481966057,0.4886164361674185,0.5584830666908294
2025-10-13,0.15658789061229184,0.5312963865283871,0.31492132246708476,0.44991002490547966,0.5020820883569708,0.5778089408555122
2025-10-14,0.11476116238688541,0.37295716463887874,0.2661925267976486,0.2934587699641925,0.5186402659201288,0.6245916355874392
2025-10-15,0.10748191566736301,0.3507212621641065,0.262587570605468,0.2797612605020194,0.5123915360929848,0.6270628510662356
2025-10-16,0.10545341690633525,0.35753940182179095,0.2752907383724552,0.29398905745708365,0.5271722730057308,0.633320551566629
2025-10-17,0.11799751417136678,0.4196780337312048,0.275958322895998,0.31274507120598055,0.5281030863225569,0.6284932363267993
2025-10-20,0.12196236053334658,0.4385205576856772,0.2808447126922988,0.3308459976136131,0.5357035298018672,0.637137406110393
2025-10-21,0.12690709687729507,0.4370232066423307,0.28772848372672666,0.3425528232703424,0.5333635656222278,0.6305128637635956
2025-10-22,0.13623108178292803,0.45239092613741433,0.2888522854115618,0.3521456958889405,0.5448473983669911,0.6338490713836326
2025-10-23,0.1631394097578798,0.44115387180910054,0.2714331583652138,0.32946556159352464,0.5870423504299921,0.6390851278425579
2025-10-24,0.1662757689256441,0.42026627365455416,0.2706577510705912,0.34913418673647645,0.606025718873411,0.6468244635370228
2025-10-27,0.16551413555419028,0.4245670779787665,0.25941267020105824,0.33867656483864045,0.6018439672439156,0.6419504022558775
2025-10-28,0.19414793990152507,0.41549429619229766,0.26742423346289196,0.36173937816710344,0.613232450730338,0.6369222918001181
2025-10-29,0.208481098917958,0.46003361012551625,0.24991011055279244,0.36954464338424886,0.5982628670130734,0.6336905155904069
2025-10-30,0.17686424494860914,0.4357220901935041,0.21244445291509487,0.26391446538378877,0.5906363265998796,0.7674748825422315
2025-10-31,0.21195733267548011,0.460902845714529,0.2568717917358454,0.26355772863498445,0.5507127290756251,0.7764827129408007
2025-11-03,0.22731968779724035,0.4297882718493551,0.28038093943680853,0.26000957072587577,0.5424550928442339,0.7706894001355364
